id,text,aspect_term,aspect_term_polarity,aspect_term_from,aspect_term_to
,"while the keyboard itself is alright, the plate around it is cheap plastic and makes a hollow sound when using the mouse command buttons.",plate,negative,42,47
,"while the keyboard itself is alright, the plate around it is cheap plastic and makes a hollow sound when using the mouse command buttons.",mouse command buttons,negative,115,136
468,I purchased it this year when my old HP laptop finally died and I was looking for something smaller and lighter than a laptop to carry around for classes and traveling.,,,,
1092,I Have a friend who has the other model and we put them side by side with the same dvd in (battle of the Smithsonian) After on Hour mine was at 53% life left and his was at 69% life left.,,,,
1280,The latest is on my LG Netbook X12,,,,
1478,Purchased as a gift for a friend.,,,,
1235,I would not recommend the purchase of this modle of Toshiba Computer or any Toshiba product for that matter.,,,,
1773,I've never had problems with viruses.,,,,
1854,"After they found no other way, they told me to courier it to them(since they don't allow the use of the post office) at my expense, and sent me a 4 page list of very specific packaging instructions to follow or it wouldn't be covered.",,,,
1511,There are so many wonderful features and benefits to the new MacBook!,features,positive,28,36
563,the mcbook pro notebook will make it easy for you to write and read your emails at blazing speeds.,speeds,positive,91,97
2668,The only thing i can say is that the touch pad doesnt work like it should all the time.,touch pad,negative,37,46
1535,"However, I love this particular Mac because its very fast, great size, and has fantastic features like the lighted keyboard and easy mouse pad.",size,positive,65,69
,"However, I love this particular Mac because its very fast, great size, and has fantastic features like the lighted keyboard and easy mouse pad.",features,positive,89,97
,"However, I love this particular Mac because its very fast, great size, and has fantastic features like the lighted keyboard and easy mouse pad.",lighted keyboard,positive,107,123
,"However, I love this particular Mac because its very fast, great size, and has fantastic features like the lighted keyboard and easy mouse pad.",mouse pad,positive,133,142
2991,Battery life needs more life.,Battery life,negative,0,12
132,For some odd reasons the computer doesn't reconize the operation system.,operation system,negative,55,71
1011,I had to wait 3 weeks to get it back and it still is not working properly.,,,,
466,I am going to go back and return at Store I bought from!,,,,
208,The trackpad was easy to learn and navigate.,trackpad,positive,4,12
2314,"Applications open in seconds and there are no lags, hiccups or awkward moments when you wonder whether your computer is out for tea.",Applications,positive,0,12
2552,My husband purchased a laptop at the same time for about $300 less (he got a pc).,,,,
634,I respond that I do not have the old computer and this way I would lose the data on my hard drive.,hard drive,negative,87,97
1926,Again in February my computer completely failed to the point that it could not load Windows so I contacted Acer to get it fixed thru my Warrenty and it took about 3 days fighting on the phone with agents and it seemed as though NONE of them spoke English.,Windows,neutral,84,91
,Again in February my computer completely failed to the point that it could not load Windows so I contacted Acer to get it fixed thru my Warrenty and it took about 3 days fighting on the phone with agents and it seemed as though NONE of them spoke English.,Warrenty,neutral,136,144
,Again in February my computer completely failed to the point that it could not load Windows so I contacted Acer to get it fixed thru my Warrenty and it took about 3 days fighting on the phone with agents and it seemed as though NONE of them spoke English.,agents,negative,197,203
880,I think this ps was manufactured in the mid 90's.,,,,
721,both upgrades were quickly accomplished after purchasing the necessary Product Key.,,,,
2849,I have owned it only two months!,,,,
360,I love my macbook pro!,,,,
1572,From the moment I opened the box to the present it has been a great joy.,,,,
247,I bought this eMachines Notebook PC in January of this year and I am highly dissatisfied with it.,,,,
2417,Even though the computer is larger they did not make the keyboard larger.,keyboard,negative,57,65
1715,"Thanks, MacConnection, for making this a seamless purchase!",,,,
500,We paid for the three year warranty and the extended warranty after that one ended as well.,three year warranty,neutral,16,35
,We paid for the three year warranty and the extended warranty after that one ended as well.,extended warranty,neutral,44,61
859,"Its not just slow on the internet, its slow in general.",internet,negative,25,33
1504,It has just enough RAM to run smoothly and enough memory to satisfy my needs.,RAM,positive,19,22
,It has just enough RAM to run smoothly and enough memory to satisfy my needs.,memory,positive,50,56
2474,The difference is phenomenal.,,,,
158,"I acually believe the issue is with the Nvidia grafics card, but still requires a return.",Nvidia grafics card,negative,40,59
2421,I am a freelance graphic artist.,,,,
2567,"No waiting to have my claim reviewed by someone in another state (or more often, another country).",,,,
1961,I did not like my acer.,,,,
2879,My husband got me this for Chrismas after getting me a very expensve laptop that did not work after 2 days.,work,negative,89,93
946,  Problem fixed which is great but there went another two weeks without my laptop at school.,,,,
1565,The resolution is even higher then any other laptop on the market.,resolution,positive,4,14
2854,"Then just the other day, my left ""mouse"" button snapped!","left ""mouse"" button",negative,28,47
2585,It is VERY easy to type on and feels great - besides the added feature that the keyboard is lighted.,keyboard,positive,80,88
,It is VERY easy to type on and feels great - besides the added feature that the keyboard is lighted.,feature,positive,63,70
,It is VERY easy to type on and feels great - besides the added feature that the keyboard is lighted.,type,positive,19,23
2692,"Laptop is advertised as a 15"" but the casing looks like that of a 17"".",casing,negative,38,44
,"Laptop is advertised as a 15"" but the casing looks like that of a 17"".","15""",neutral,26,29
,"Laptop is advertised as a 15"" but the casing looks like that of a 17"".","17""",neutral,66,69
1146,  Remember to do your research first before consider buying a toshiba product.,,,,
413,I bought this laptop the moment unibody product came to the market.,,,,
2634,The only time I have restarted is during system updates.,,,,
2232,mac is extremely different than any other laptop.,,,,
3018,The feel of this machine compared to the old MacBook is far superior.,feel,positive,4,8
49,"In due course, I'll remove the hard disc from this new MacBook Pro and dump it where it belongs - in the trash.",hard disc,negative,31,40
2614,"It's great and we will always stick with Apple computers, we have been so happy with them.",,,,
981,  I should have realized that trouble was brewing .,,,,
259,"They break down just as often as PCs do, and the only reason they don't get viruses, is because no one makes viruses for them, they're not better in any way, they are worse, try finding virus protection programs for a Mac, they don't exist.",virus protection programs for a Mac,negative,186,221
